Q_interp,H_interp
0.6969849246231034,28.56
0.6969849246231034,28.884
0.6472361809045202,28.896
0.6969849246231034,28.932
0.7467336683417041,29.79155858585859
0.9457286432160719,29.770854545454547
1.0452261306532558,29.77648282828283
0.9954773869346727,29.782513131313134
0.9457286432160719,29.788744444444447
0.7964824120602872,29.79497575757576
0.7467336683417041,29.801006060606063
0.6969849246231034,29.807036363636364
0.6969849246231034,29.813066666666668
0.6472361809045202,29.81909696969697
0.7964824120602872,29.824926262626263
0.8959798994974888,29.830956565656567
0.9954773869346727,29.87819393939394
1.1447236180904397,30.01628787878788
1.3934673366834083,30.145135353535355
1.642211055276377,30.223730303030305
1.7914572864321616,30.325240404040404
1.9407035175879286,30.57007070707071
2.5376884422110497,30.89007878787879
3.0351758793969865,30.979327272727275
3.1844221105527537,31.263354545454547
3.532663316582906,31.572910101010102
4.229145728643211,31.61170505050505
4.278894472361811,31.635022222222222
4.3783919597989955,31.603664646464647
4.3783919597989955,31.5311
4.328643216080394,31.465168686868687
4.3783919597989955,31.398634343434345
4.527638190954762,31.382151515151516
4.627135678391964,31.31340606060606
4.676884422110547,31.221142424242423
4.527638190954762,31.12948181818182
4.527638190954762,31.31159696969697
5.0251256281406995,31.25129393939394
5.423115577889435,31.166065656565657
5.870854271356789,31.0872696969697
6.268844221105525,30.990583838383838
6.6170854271356765,30.88806868686869
6.716582914572861,30.78816666666667
6.915577889447229,30.69308888888889
7.164321608040197,30.662736363636366
7.7115577889447176,31.202046464646465
8.507537688442206,31.7729
9.502512562814063,32.1277
12.40000000000002,32.446925
17.19999999999999,32.6803
18.799999999999955,32.83916
25.600000000000023,32.92704
35.99999999999994,33.08688
51.500000000000036,33.21444
59.50000000000011,33.203210000000006
81.0000000000005,33.158170000000005
96.99999999999993,33.06486
95.00000000000036,32.96262
104.99999999999964,32.95914
104.99999999999964,32.88296
100.99999999999979,32.80601
99.00000000000021,32.709649999999996
90.99999999999979,32.58025
60.99999999999979,32.46075
52.50000000000018,32.357175
37.59999999999991,32.26555
28.799999999999955,32.13665
24.799999999999898,32.0129
22.40000000000009,31.8964
17.19999999999999,31.8005
15.600000000000023,31.620147474747476
13.999999999999986,31.3321
11.599999999999966,31.09470707070707
10.399999999999991,30.89691313131313
9.602010050251264,30.73228585858586
9.303517587939695,30.59479494949495
9.005025125628142,30.479616161616164
8.60703517587939,30.382930303030303
8.308542713567839,30.301521212121212
8.010050251256287,30.232373737373738
7.7115577889447176,30.17367878787879
7.51256281407035,30.123426262626264
7.214070351758798,30.080410101010102
6.965326633165829,30.043223232323232
6.766331658291461,30.011262626262628
6.567336683417076,29.98211616161616
6.368341708542708,29.95578383838384
6.219095477386924,29.93347171717172
6.069849246231157,29.913973737373738
5.8211055276381884,29.89668686868687
5.721608040201004,29.881209090909092
5.572361809045219,29.867540404040405
5.423115577889435,29.8554797979798
5.273869346733668,29.844625252525255
5.174371859296484,29.834976767676768
5.0251256281406995,29.826333333333334
4.925628140703515,29.818493939393942
